"時間軸(年次) コード","時間軸(年次) 補助コード","時間軸(年次)","都道府県・市部－郡部－市区町村別 コード","都道府県・市部－郡部－市区町村別 補助コード","都道府県・市部－郡部－市区町村別","/人口動態総覧","出生数【人】","2500g未満出生数【人】","死亡数【人】","乳児（１歳未満）死亡数【人】","新生児（生後4週未満）死亡数【人】","自然死産数【胎】","人工死産数【胎】","周産期死亡数【胎・人】","妊娠満22週以後の死産数【胎】","早期新生児（生後1週未満）死亡数【人】","婚姻件数【組】","離婚件数【組】"
"2022000000","","2022年","12020","","その他の市","","30,552","2,781","57,978","58","24","339","302","102","88","14","20,443","7,071"
"2022000000","","2022年","12030","","郡部","","637","64","3,440","-","-","7","3","2","2","-","509","244"
"2022000000","","2022年","12010","","千葉市","","5,777","556","10,840","11","5","60","42","16","12","4","3,872","1,290"
"2022000000","","2022年","12101","","中央区","","1,456","156","2,222","2","1","17","9","6","5","1","1,290","295"
"2022000000","","2022年","12102","","花見川区","","979","95","2,127","1","1","7","7","2","1","1","687","232"
"2022000000","","2022年","12103","","稲毛区","","842","75","1,821","2","1","11","8","1","-","1","566","191"
"2022000000","","2022年","12104","","若葉区","","814","73","2,014","3","2","7","7","3","2","1","529","253"
"2022000000","","2022年","12105","","緑区","","881","76","1,279","2","-","9","6","3","3","-","457","176"
"2022000000","","2022年","12106","","美浜区","","805","81","1,377","1","-","9","5","1","1","-","343","143"
"2022000000","","2022年","12202","","銚子市","","146","13","1,120","-","-","6","1","1","1","-","111","68"
"2022000000","","2022年","12203","","市川市","","3,565","333","4,361","6","3","38","30","8","7","1","2,943","676"
"2022000000","","2022年","12204","","船橋市","","4,033","353","6,522","10","5","39","41","11","8","3","3,046","798"
"2022000000","","2022年","12205","","館山市","","191","19","854","1","1","1","3","1","1","-","149","73"
"2022000000","","2022年","12206","","木更津市","","949","72","1,638","-","-","7","8","2","2","-","591","228"
"2022000000","","2022年","12207","","松戸市","","2,905","286","5,595","9","2","28","34","11","9","2","2,031","684"
"2022000000","","2022年","12208","","野田市","","699","68","1,937","1","1","6","11","4","3","1","445","233"
"2022000000","","2022年","12210","","茂原市","","428","40","1,305","-","-","9","2","3","3","-","271","120"
"2022000000","","2022年","12211","","成田市","","734","66","1,246","-","-","1","7","-","-","-","554","192"
"2022000000","","2022年","12212","","佐倉市","","729","64","2,000","-","-","11","7","2","2","-","488","213"
"2022000000","","2022年","12213","","東金市","","237","20","752","1","-","2","3","1","1","-","202","94"
"2022000000","","2022年","12215","","旭市","","327","37","933","-","-","6","5","2","2","-","211","91"
"2022000000","","2022年","12216","","習志野市","","1,159","109","1,686","1","-","14","16","5","5","-","776","219"
"2022000000","","2022年","12217","","柏市","","2,817","248","4,478","6","1","34","37","11","10","1","1,669","654"
"2022000000","","2022年","12218","","勝浦市","","53","5","305","-","-","1","-","-","-","-","36","20"
"2022000000","","2022年","12219","","市原市","","1,399","119","3,271","7","5","17","10","9","7","2","977","373"
"2022000000","","2022年","12220","","流山市","","2,041","160","1,821","-","-","18","15","8","8","-","1,019","268"
"2022000000","","2022年","12221","","八千代市","","1,402","128","2,094","3","1","18","15","4","3","1","793","314"
"2022000000","","2022年","12222","","我孫子市","","646","54","1,619","-","-","5","4","1","1","-","437","172"
"2022000000","","2022年","12223","","鴨川市","","136","14","621","2","1","1","2","1","-","1","96","42"
"2022000000","","2022年","12224","","鎌ケ谷市","","625","62","1,316","-","-","5","8","1","1","-","412","150"
"2022000000","","2022年","12225","","君津市","","415","35","1,193","3","1","6","2","1","1","-","311","101"
"2022000000","","2022年","12226","","富津市","","109","15","795","1","1","1","-","-","-","-","99","49"
"2022000000","","2022年","12227","","浦安市","","1,043","87","1,055","2","1","15","8","3","2","1","797","225"
"2022000000","","2022年","12228","","四街道市","","615","54","1,018","1","1","3","2","3","2","1","315","144"
"2022000000","","2022年","12229","","袖ケ浦市","","531","51","751","-","-","9","3","5","5","-","234","110"
"2022000000","","2022年","12230","","八街市","","239","31","879","-","-","5","2","-","-","-","176","134"
"2022000000","","2022年","12231","","印西市","","867","81","912","2","-","12","6","1","1","-","234","145"
"2022000000","","2022年","12232","","白井市","","300","21","604","1","-","2","-","1","1","-","148","92"
"2022000000","","2022年","12233","","富里市","","245","29","518","-","-","3","4","-","-","-","239","95"
"2022000000","","2022年","12234","","南房総市","","98","6","786","1","-","4","4","1","1","-","58","35"
"2022000000","","2022年","12235","","匝瑳市","","126","16","590","-","-","3","1","-","-","-","93","36"
"2022000000","","2022年","12236","","香取市","","264","27","1,258","-","-","1","5","-","-","-","164","69"
"2022000000","","2022年","12237","","山武市","","165","21","779","-","-","4","2","-","-","-","120","59"
"2022000000","","2022年","12238","","いすみ市","","111","9","725","-","-","1","-","-","-","-","64","38"
"2022000000","","2022年","12239","","大網白里市","","203","28","641","-","-","3","4","1","1","-","134","57"
"2022000000","","2022年","12322","","酒々井町","","82","11","224","-","-","1","-","-","-","-","84","22"
"2022000000","","2022年","12329","","栄町","","64","8","273","-","-","-","1","-","-","-","52","27"
"2022000000","","2022年","12342","","神崎町","","28","3","97","-","-","-","-","-","-","-","18","4"
"2022000000","","2022年","12347","","多古町","","52","7","228","-","-","2","-","-","-","-","37","15"
"2022000000","","2022年","12349","","東庄町","","40","4","248","-","-","-","-","-","-","-","21","21"
"2022000000","","2022年","12403","","九十九里町","","27","4","260","-","-","-","-","-","-","-","42","18"
"2022000000","","2022年","12409","","芝山町","","19","1","134","-","-","-","-","-","-","-","27","19"
"2022000000","","2022年","12410","","横芝光町","","88","8","426","-","-","1","1","1","1","-","61","24"
"2022000000","","2022年","12421","","一宮町","","39","2","198","-","-","-","-","-","-","-","26","17"
"2022000000","","2022年","12422","","睦沢町","","30","4","130","-","-","-","-","-","-","-","11","5"
"2022000000","","2022年","12423","","長生村","","47","6","219","-","-","1","-","-","-","-","38","23"
"2022000000","","2022年","12424","","白子町","","36","5","194","-","-","-","-","-","-","-","22","17"
"2022000000","","2022年","12426","","長柄町","","17","-","130","-","-","-","-","-","-","-","14","5"
"2022000000","","2022年","12427","","長南町","","18","1","168","-","-","1","-","1","1","-","15","5"
"2022000000","","2022年","12441","","大多喜町","","21","-","176","-","-","1","1","-","-","-","15","9"
"2022000000","","2022年","12443","","御宿町","","13","-","168","-","-","-","-","-","-","-","11","4"
"2022000000","","2022年","12463","","鋸南町","","16","-","167","-","-","-","-","-","-","-","15","9"
"2022000000","","2022年","13000","","東京都","","91,097","8,492","139,264","148","74","812","961","297","237","60","75,179","19,255"
"2022000000","","2022年","13010","","都区部","","66,137","6,162","92,797","115","60","595","727","214","165","49","59,211","13,718"
"2022000000","","2022年","13020","","市部","","24,610","2,296","45,006","31","13","215","229","81","71","10","15,735","5,396"
"2022000000","","2022年","13030","","郡部","","350","34","1,461","2","1","2","5","2","1","1","233","141"
"2022000000","","2022年","13101","","千代田区","","575","56","464","-","-","9","5","1","1","-","630","115"
"2022000000","","2022年","13102","","中央区","","1,875","168","1,044","3","2","21","21","8","6","2","1,604","334"
"2022000000","","2022年","13103","","港区","","2,332","212","1,791","3","-","23","22","4","4","-","1,861","503"
"2022000000","","2022年","13104","","新宿区","","2,163","205","3,106","5","2","28","33","7","5","2","2,420","499"
"2022000000","","2022年","13105","","文京区","","1,810","138","1,811","3","1","12","26","5","4","1","1,515","272"
"2022000000","","2022年","13106","","台東区","","1,411","152","2,213","3","3","11","17","6","3","3","2,029","331"
"2022000000","","2022年","13107","","墨田区","","2,113","174","2,760","2","1","20","22","10","9","1","2,570","435"
"2022000000","","2022年","13108","","江東区","","3,680","332","4,709","7","4","25","29","15","11","4","3,048","742"
"2022000000","","2022年","13109","","品川区","","3,368","300","3,547","6","3","42","21","11","9","2","2,944","583"
"2022000000","","2022年","13110","","目黒区","","2,129","202","2,469","3","-","16","25","5","5","-","2,124","445"
"2022000000","","2022年","13111","","大田区","","4,900","464","7,506","5","2","46","60","11","10","1","4,423","1,007"
"2022000000","","2022年","13112","","世田谷区","","6,216","557","7,805","8","5","49","63","15","10","5","5,468","1,160"
"2022000000","","2022年","13113","","渋谷区","","1,758","163","1,853","1","1","19","28","1","1","-","1,847","403"
"2022000000","","2022年","13114","","中野区","","2,262","247","3,083","5","2","18","25","6","5","1","2,413","471"
"2022000000","","2022年","13115","","杉並区","","3,950","410","5,238","6","5","30","40","13","10","3","3,379","642"
"2022000000","","2022年","13116","","豊島区","","1,854","169","2,670","5","4","14","17","6","2","4","1,944","377"
"2022000000","","2022年","13117","","北区","","2,379","223","4,206","10","6","17","19","9","5","4","2,177","441"
"2022000000","","2022年","13118","","荒川区","","1,534","151","2,291","3","2","17","21","7","6","1","1,270","302"
"2022000000","","2022年","13119","","板橋区","","3,392","298","5,989","5","2","32","39","17","15","2","3,166","828"
"2022000000","","2022年","13120","","練馬区","","5,104","482","7,397","9","3","52","59","19","16","3","3,576","949"
"2022000000","","2022年","13121","","足立区","","3,990","372","8,550","3","1","35","59","14","13","1","3,390","1,101"
"2022000000","","2022年","13122","","葛飾区","","2,916","278","5,374","10","5","27","33","13","8","5","2,183","688"
"2022000000","","2022年","13123","","江戸川区","","4,426","409","6,921","10","6","32","43","11","7","4","3,230","1,090"
"2022000000","","2022年","13201","","八王子市","","2,748","254","6,405","2","1","27","22","9","8","1","1,866","824"
"2022000000","","2022年","13202","","立川市","","1,134","122","1,976","1","-","9","8","2","2","-","800","244"
"2022000000","","2022年","13203","","武蔵野市","","1,098","101","1,396","1","1","10","10","3","2","1","833","170"
"2022000000","","2022年","13204","","三鷹市","","1,241","117","1,806","-","-","11","9","4","4","-","872","208"
"2022000000","","2022年","13205","","青梅市","","522","55","2,001","1","-","7","4","2","2","-","372","194"
"2022000000","","2022年","13206","","府中市","","1,577","140","2,513","2","1","13","17","8","7","1","1,044","299"
"2022000000","","2022年","13207","","昭島市","","756","71","1,336","-","-","5","8","3","3","-","453","173"
"2022000000","","2022年","13208","","調布市","","1,590","133","2,154","1","1","13","12","5","4","1","1,122","292"
"2022000000","","2022年","13209","","町田市","","2,244","205","4,770","1","1","25","24","7","6","1","1,310","528"
"2022000000","","2022年","13210","","小金井市","","943","97","1,051","1","-","8","7","3","3","-","647","160"
"2022000000","","2022年","13211","","小平市","","1,281","129","1,938","4","1","8","10","3","2","1","694","227"
"2022000000","","2022年","13212","","日野市","","1,181","87","1,849","1","-","6","10","1","1","-","743","220"
"2022000000","","2022年","13213","","東村山市","","872","92","1,912","1","1","6","8","3","2","1","463","196"
"2022000000","","2022年","13214","","国分寺市","","918","85","1,163","3","1","6","14","2","2","-","547","122"
"2022000000","","2022年","13215","","国立市","","444","47","757","-","-","4","3","1","1","-","317","101"
"2022000000","","2022年","13218","","福生市","","285","21","681","-","-","2","2","-","-","-","290","83"
"2022000000","","2022年","13219","","狛江市","","543","43","865","2","2","5","4","4","3","1","348","102"
"2022000000","","2022年","13220","","東大和市","","495","40","996","-","-","3","6","2","2","-","261","134"
"2022000000","","2022年","13221","","清瀬市","","399","35","1,012","-","-","1","3","-","-","-","243","112"
"2022000000","","2022年","13222","","東久留米市","","650","52","1,474","1","1","11","6","5","4","1","362","122"
"2022000000","","2022年","13223","","武蔵村山市","","401","48","823","1","-","6","5","3","3","-","206","119"
"2022000000","","2022年","13224","","多摩市","","674","69","1,526","1","-","5","8","-","-","-","415","167"
"2022000000","","2022年","13225","","稲城市","","665","72","765","3","1","5","8","2","1","1","377","117"
"2022000000","","2022年","13227","","羽村市","","270","25","608","-","-","2","3","-","-","-","204","82"
"2022000000","","2022年","13228","","あきる野市","","376","35","1,099","3","-","6","5","3","3","-","224","128"
"2022000000","","2022年","13229","","西東京市","","1,303","121","2,130","1","1","11","13","6","6","-","722","272"
"2022000000","","2022年","13303","","瑞穂町","","131","17","423","1","1","1","2","2","1","1","87","61"
"2022000000","","2022年","13305","","日の出町","","71","3","381","-","-","-","1","-","-","-","41","28"
"2022000000","","2022年","13307","","檜原村","","7","1","75","-","-","-","-","-","-","-","4","1"
"2022000000","","2022年","13308","","奥多摩町","","17","1","174","-","-","-","-","-","-","-","10","4"
"2022000000","","2022年","13361","","大島町","","32","1","146","-","-","-","1","-","-","-","18","15"
"2022000000","","2022年","13362","","利島村","","1","-","5","-","-","-","-","-","-","-","4","-"
"2022000000","","2022年","13363","","新島村","","10","1","41","-","-","-","-","-","-","-","8","2"
"2022000000","","2022年","13364","","神津島村","","12","2","34","-","-","-","-","-","-","-","4","3"
"2022000000","","2022年","13381","","三宅村","","10","-","48","1","-","-","-","-","-","-","14","5"
"2022000000","","2022年","13382","","御蔵島村","","1","-","4","-","-","-","-","-","-","-","-","-"
"2022000000","","2022年","13401","","八丈町","","31","5","118","-","-","1","1","-","-","-","22","12"
"2022000000","","2022年","13402","","青ヶ島村","","4","-","1","-","-","-","-","-","-","-","-","-"
"2022000000","","2022年","13421","","小笠原村","","23","3","11","-","-","-","-","-","-","-","21","10"
"2022000000","","2022年","14000","","神奈川県","","56,498","5,331","98,821","108","54","529","634","209","171","38","40,191","12,797"
"2022000000","","2022年","14030","","その他の市","","16,865","1,622","33,890","34","15","145","189","57","46","11","11,070","4,350"
"2022000000","","2022年","14040","","郡部","","1,255","99","3,950","-","-","14","17","7","7","-","790","395"
"2022000000","","2022年","14010","","横浜市","","22,990","2,134","39,387","48","25","220","241","90","73","17","16,339","4,978"
"2022000000","","2022年","14101","","鶴見区","","1,830","167","2,836","5","2","11","29","7","7","-","1,418","424"
"2022000000","","2022年","14102","","神奈川区","","1,671","156","2,365","7","4","7","14","4","1","3","1,413","351"
"2022000000","","2022年","14103","","西区","","685","51","935","1","-","5","8","1","1","-","692","146"
"2022000000","","2022年","14104","","中区","","693","66","1,804","1","1","1","12","2","1","1","738","239"
"2022000000","","2022年","14105","","南区","","987","104","2,478","3","3","7","15","4","3","1","872","332"
"2022000000","","2022年","14106","","保土ケ谷区","","1,132","118","2,544","1","1","9","16","4","3","1","798","237"
"2022000000","","2022年","14107","","磯子区","","935","82","1,904","-","-","12","10","3","3","-","635","211"
"2022000000","","2022年","14108","","金沢区","","930","79","2,308","3","-","12","11","5","5","-","585","217"
"2022000000","","2022年","14109","","港北区","","2,926","272","2,956","8","4","32","19","13","9","4","2,360","460"
"2022000000","","2022年","14110","","戸塚区","","1,854","141","2,954","1","1","18","19","8","8","-","1,010","350"
"2022000000","","2022年","14111","","港南区","","1,210","120","2,441","1","-","14","13","2","2","-","821","279"
"2022000000","","2022年","14112","","旭区","","1,354","138","3,163","2","1","14","21","5","4","1","805","309"
"2022000000","","2022年","14113","","緑区","","1,134","105","1,784","4","2","17","11","9","7","2","734","234"
"2022000000","","2022年","14114","","瀬谷区","","696","63","1,547","3","2","9","8","5","4","1","457","188"
"2022000000","","2022年","14115","","栄区","","743","62","1,429","1","-","4","7","3","3","-","437","156"
"2022000000","","2022年","14116","","泉区","","968","88","1,811","1","1","8","6","5","4","1","570","191"
"2022000000","","2022年","14117","","青葉区","","1,862","189","2,542","2","1","23","12","6","5","1","1,176","376"
"2022000000","","2022年","14118","","都筑区","","1,380","133","1,586","4","2","17","10","4","3","1","818","278"
"2022000000","","2022年","14020","","川崎市","","11,248","1,065","13,586","18","8","111","122","43","36","7","9,233","2,038"
"2022000000","","2022年","14131","","川崎区","","1,287","112","2,693","2","-","12","23","4","4","-","1,236","387"
"2022000000","","2022年","14132","","幸区","","1,468","150","1,721","-","-","11","19","3","3","-","994","239"
"2022000000","","2022年","14133","","中原区","","2,364","218","1,831","5","2","22","19","8","6","2","2,255","334"
"2022000000","","2022年","14134","","高津区","","1,769","174","1,934","4","1","12","22","7","6","1","1,438","307"
"2022000000","","2022年","14135","","多摩区","","1,696","157","1,846","3","3","25","10","13","11","2","1,598","267"
"2022000000","","2022年","14136","","宮前区","","1,603","145","1,958","-","-","18","18","2","2","-","967","303"
"2022000000","","2022年","14137","","麻生区","","1,061","109","1,603","4","2","11","11","6","4","2","745","201"
"2022000000","","2022年","14050","","相模原市","","4,140","411","8,008","8","6","39","65","12","9","3","2,759","1,036"
"2022000000","","2022年","14151","","緑区","","861","77","1,940","2","2","10","16","4","2","2","559","248"
"2022000000","","2022年","14152","","中央区","","1,586","162","3,036","4","3","11","26","3","2","1","993","437"
"2022000000","","2022年","14153","","南区","","1,693","172","3,032","2","1","18","23","5","5","-","1,207","351"
"2022000000","","2022年","14201","","横須賀市","","1,824","176","5,382","3","1","11","25","5","4","1","1,257","530"
"2022000000","","2022年","14203","","平塚市","","1,334","127","3,034","4","1","6","15","4","3","1","889","379"
"2022000000","","2022年","14204","","鎌倉市","","890","74","2,355","-","-","7","15","2","2","-","559","240"
"2022000000","","2022年","14205","","藤沢市","","3,051","270","4,418","6","3","27","30","14","12","2","1,904","699"
"2022000000","","2022年","14206","","小田原市","","1,020","111","2,648","3","2","10","9","7","5","2","683","258"
"2022000000","","2022年","14207","","茅ヶ崎市","","1,515","142","2,512","5","2","19","15","8","6","2","902","373"
"2022000000","","2022年","14208","","逗子市","","313","33","810","-","-","5","5","1","1","-","178","77"
"2022000000","","2022年","14210","","三浦市","","144","16","715","-","-","2","2","1","1","-","93","64"
"2022000000","","2022年","14211","","秦野市","","728","80","1,889","2","2","7","4","4","3","1","486","231"
"2022000000","","2022年","14212","","厚木市","","1,207","112","2,359","1","1","8","20","-","-","-","836","355"
"2022000000","","2022年","14213","","大和市","","1,813","197","2,438","3","2","14","13","5","4","1","1,305","409"
"2022000000","","2022年","14214","","伊勢原市","","609","59","1,122","2","-","6","9","1","1","-","409","134"
"2022000000","","2022年","14215","","海老名市","","1,078","91","1,311","2","-","8","11","2","2","-","614","187"
"2022000000","","2022年","14216","","座間市","","771","72","1,441","2","1","10","7","3","2","1","535","219"
"2022000000","","2022年","14217","","南足柄市","","147","21","548","-","-","1","3","-","-","-","108","59"
"2022000000","","2022年","14218","","綾瀬市","","421","41","908","1","-","4","6","-","-","-","312","136"
"2022000000","","2022年","14301","","葉山町","","123","12","414","-","-","-","1","-","-","-","60","41"
"2022000000","","2022年","14321","","寒川町","","293","17","510","-","-","4","5","4","4","-","198","87"
"2022000000","","2022年","14341","","大磯町","","134","5","482","-","-","-","-","-","-","-","71","40"
"2022000000","","2022年","14342","","二宮町","","103","9","391","-","-","1","2","-","-","-","56","28"
"2022000000","","2022年","14361","","中井町","","25","2","127","-","-","-","-","-","-","-","17","8"
"2022000000","","2022年","14362","","大井町","","100","11","179","-","-","3","1","3","3","-","43","24"
"2022000000","","2022年","14363","","松田町","","54","4","171","-","-","-","1","-","-","-","31","16"
"2022000000","","2022年","14364","","山北町","","25","1","178","-","-","2","-","-","-","-","12","7"
"2022000000","","2022年","14366","","開成町","","136","14","174","-","-","1","1","-","-","-","67","29"
"2022000000","","2022年","14382","","箱根町","","21","-","206","-","-","-","1","-","-","-","31","13"
"2022000000","","2022年","14383","","真鶴町","","15","1","125","-","-","-","-","-","-","-","17","8"
"2022000000","","2022年","14384","","湯河原町","","64","7","481","-","-","-","3","-","-","-","54","29"
"2022000000","","2022年","14401","","愛川町","","153","15","474","-","-","3","2","-","-","-","129","63"
"2022000000","","2022年","14402","","清川村","","9","1","38","-","-","-","-","-","-","-","4","2"
"2022000000","","2022年","15000","","新潟県","","11,732","1,174","32,313","24","13","131","103","50","37","13","6,823","2,415"
"2022000000","","2022年","15040","","その他の市","","6,680","663","20,939","16","10","81","73","37","27","10","3,830","1,394"
"2022000000","","2022年","15020","","郡部","","319","39","1,303","3","2","4","-","2","-","2","163","87"
"2022000000","","2022年","15030","","新潟市","","4,733","472","10,071","5","1","46","30","11","10","1","2,830","934"
"2022000000","","2022年","15101","","北区","","372","35","1,026","2","-","2","3","1","1","-","182","84"
"2022000000","","2022年","15102","","東区","","826","85","1,733","1","-","5","12","1","1","-","515","184"
"2022000000","","2022年","15103","","中央区","","1,182","120","2,045","1","-","12","3","5","5","-","799","199"
"2022000000","","2022年","15104","","江南区","","477","45","897","-","-","8","2","1","1","-","263","83"
"2022000000","","2022年","15105","","秋葉区","","425","44","1,007","-","-","10","2","1","1","-","229","87"
"2022000000","","2022年","15106","","南区","","255","27","615","-","-","1","1","-","-","-","139","52"
"2022000000","","2022年","15107","","西区","","939","91","1,934","-","-","8","6","1","1","-","528","193"
"2022000000","","2022年","15108","","西蒲区","","257","25","814","1","1","-","1","1","-","1","175","52"
"2022000000","","2022年","15202","","長岡市","","1,555","160","3,646","8","3","20","15","7","4","3","881","306"
"2022000000","","2022年","15204","","三条市","","491","51","1,382","-","-","6","5","5","5","-","260","85"
"2022000000","","2022年","15205","","柏崎市","","390","31","1,314","-","-","4","2","-","-","-","245","93"
"2022000000","","2022年","15206","","新発田市","","516","53","1,423","2","2","5","3","2","-","2","282","102"
"2022000000","","2022年","15208","","小千谷市","","174","20","506","-","-","1","1","1","1","-","103","30"
"2022000000","","2022年","15209","","加茂市","","96","6","453","-","-","2","-","1","1","-","50","18"
"2022000000","","2022年","15210","","十日町市","","186","21","802","-","-","4","1","1","1","-","111","45"
"2022000000","","2022年","15211","","見附市","","210","23","530","1","-","2","3","-","-","-","117","39"
"2022000000","","2022年","15212","","村上市","","243","16","1,101","1","1","5","5","4","3","1","139","63"
"2022000000","","2022年","15213","","燕市","","417","42","1,097","1","1","3","6","2","1","1","246","83"
"2022000000","","2022年","15216","","糸魚川市","","171","22","811","-","-","-","3","-","-","-","98","42"
"2022000000","","2022年","15217","","妙高市","","117","12","508","-","-","3","-","1","1","-","74","27"
"2022000000","","2022年","15218","","五泉市","","166","12","813","-","-","2","3","1","1","-","104","41"
"2022000000","","2022年","15222","","上越市","","991","98","2,758","2","2","16","9","8","6","2","628","211"
"2022000000","","2022年","15223","","阿賀野市","","197","20","659","-","-","3","4","2","2","-","98","33"
"2022000000","","2022年","15224","","佐渡市","","211","23","1,269","1","1","2","3","1","-","1","113","62"
"2022000000","","2022年","15225","","魚沼市","","143","15","599","-","-","-","5","-","-","-","81","33"
"2022000000","","2022年","15226","","南魚沼市","","282","31","824","-","-","2","4","1","1","-","147","58"
"2022000000","","2022年","15227","","胎内市","","124","7","444","-","-","1","1","-","-","-","53","23"
"2022000000","","2022年","15307","","聖籠町","","93","11","141","1","-","-","-","-","-","-","54","28"
"2022000000","","2022年","15342","","弥彦村","","24","-","108","1","1","1","-","1","-","1","17","10"
"2022000000","","2022年","15361","","田上町","","46","7","179","1","1","-","-","1","-","1","18","16"
"2022000000","","2022年","15385","","阿賀町","","21","3","232","-","-","-","-","-","-","-","12","4"
"2022000000","","2022年","15405","","出雲崎町","","13","-","110","-","-","-","-","-","-","-","5","1"
"2022000000","","2022年","15461","","湯沢町","","35","9","146","-","-","-","-","-","-","-","22","10"
"2022000000","","2022年","15482","","津南町","","48","4","192","-","-","-","-","-","-","-","15","10"
"2022000000","","2022年","15504","","刈羽村","","27","3","58","-","-","2","-","-","-","-","11","3"
"2022000000","","2022年","15581","","関川村","","11","2","131","-","-","1","-","-","-","-","9","4"
"2022000000","","2022年","15586","","粟島浦村","","1","-","6","-","-","-","-","-","-","-","-","1"
"2022000000","","2022年","16000","","富山県","","6,022","518","15,052","9","6","66","40","24","20","4","3,496","1,074"
"2022000000","","2022年","16010","","市部","","5,694","494","13,688","9","6","62","39","24","20","4","3,330","1,006"
"2022000000","","2022年","16020","","郡部","","328","24","1,364","-","-","4","1","-","-","-","166","68"
"2022000000","","2022年","16201","","富山市","","2,617","222","5,395","1","1","33","17","10","10","-","1,637","494"
"2022000000","","2022年","16202","","高岡市","","987","85","2,546","3","3","11","8","6","4","2","590","173"
"2022000000","","2022年","16204","","魚津市","","207","12","698","1","-","2","2","1","1","-","151","45"
"2022000000","","2022年","16205","","氷見市","","177","13","828","-","-","1","1","-","-","-","80","41"
"2022000000","","2022年","16206","","滑川市","","211","15","435","-","-","6","2","2","2","-","101","36"
"2022000000","","2022年","16207","","黒部市","","226","28","542","2","1","-","2","1","-","1","130","44"
"2022000000","","2022年","16208","","砺波市","","307","33","677","1","1","2","1","2","1","1","169","46"
"2022000000","","2022年","16209","","小矢部市","","143","11","470","-","-","-","-","-","-","-","77","23"
"2022000000","","2022年","16210","","南砺市","","228","15","907","-","-","-","1","-","-","-","109","28"
"2022000000","","2022年","16211","","射水市","","591","60","1,190","1","-","7","5","2","2","-","286","76"
"2022000000","","2022年","16321","","舟橋村","","26","3","33","-","-","-","-","-","-","-","7","3"
"2022000000","","2022年","16322","","上市町","","72","4","361","-","-","-","-","-","-","-","39","14"
"2022000000","","2022年","16323","","立山町","","116","8","373","-","-","1","-","-","-","-","55","22"
"2022000000","","2022年","16342","","入善町","","90","7","367","-","-","2","-","-","-","-","47","22"
"2022000000","","2022年","16343","","朝日町","","24","2","230","-","-","1","1","-","-","-","18","7"
"2022000000","","2022年","17000","","石川県","","7,075","646","14,316","13","4","74","60","29","26","3","4,214","1,255"
"2022000000","","2022年","17010","","市部","","6,362","573","12,169","11","4","67","59","26","23","3","3,853","1,114"
"2022000000","","2022年","17020","","郡部","","713","73","2,147","2","-","7","1","3","3","-","361","141"
"2022000000","","2022年","17201","","金沢市","","3,022","283","5,206","4","2","25","34","12","10","2","1,965","508"
"2022000000","","2022年","17202","","七尾市","","182","7","835","-","-","3","1","2","2","-","138","48"
"2022000000","","2022年","17203","","小松市","","735","51","1,264","1","1","9","4","1","1","-","430","123"
"2022000000","","2022年","17204","","輪島市","","78","8","608","-","-","2","1","-","-","-","59","16"
"2022000000","","2022年","17205","","珠洲市","","44","3","325","-","-","1","2","1","1","-","25","6"
"2022000000","","2022年","17206","","加賀市","","314","24","976","1","-","2","1","1","1","-","187","64"
"2022000000","","2022年","17207","","羽咋市","","82","6","386","-","-","-","1","-","-","-","48","10"
"2022000000","","2022年","17209","","かほく市","","301","26","428","-","-","4","2","4","4","-","126","47"
"2022000000","","2022年","17210","","白山市","","749","83","1,200","4","1","11","4","4","3","1","353","144"
"2022000000","","2022年","17211","","能美市","","331","29","518","-","-","4","4","-","-","-","187","52"
"2022000000","","2022年","17212","","野々市市","","524","53","423","1","-","6","5","1","1","-","335","96"
"2022000000","","2022年","17324","","川北町","","49","4","42","-","-","-","-","-","-","-","15","3"
"2022000000","","2022年","17361","","津幡町","","255","22","413","-","-","1","1","1","1","-","133","48"
"2022000000","","2022年","17365","","内灘町","","150","18","266","-","-","3","-","1","1","-","69","30"
"2022000000","","2022年","17384","","志賀町","","60","10","359","1","-","1","-","-","-","-","35","18"
"2022000000","","2022年","17386","","宝達志水町","","42","6","239","-","-","2","-","1","1","-","31","10"
"2022000000","","2022年","17407","","中能登町","","76","4","247","1","-","-","-","-","-","-","36","13"
"2022000000","","2022年","17461","","穴水町","","30","5","198","-","-","-","-","-","-","-","17","7"
"2022000000","","2022年","17463","","能登町","","51","4","383","-","-","-","-","-","-","-","25","12"
"2022000000","","2022年","18000","","福井県","","4,861","423","10,519","9","6","38","52","14","10","4","2,815","850"
"2022000000","","2022年","18010","","市部","","4,336","387","8,986","8","5","36","45","13","9","4","2,517","760"
"2022000000","","2022年","18020","","郡部","","525","36","1,533","1","1","2","7","1","1","-","298","90"
"2022000000","","2022年","18201","","福井市","","1,791","156","3,311","4","2","16","29","5","4","1","1,099","314"
"2022000000","","2022年","18202","","敦賀市","","405","43","927","1","1","4","4","2","1","1","256","86"
"2022000000","","2022年","18204","","小浜市","","215","21","444","-","-","-","-","-","-","-","96","32"
"2022000000","","2022年","18205","","大野市","","146","11","575","-","-","1","3","-","-","-","84","38"
"2022000000","","2022年","18206","","勝山市","","110","8","378","-","-","-","1","-","-","-","55","20"
"2022000000","","2022年","18207","","鯖江市","","489","48","814","1","-","2","2","1","1","-","261","80"
"2022000000","","2022年","18208","","あわら市","","149","15","429","-","-","2","-","1","1","-","89","19"
"2022000000","","2022年","18209","","越前市","","495","44","1,041","2","2","6","1","3","1","2","278","81"
