"時間軸(年次) コード","時間軸(年次) 補助コード","時間軸(年次)","都道府県・市部－郡部－市区町村別 コード","都道府県・市部－郡部－市区町村別 補助コード","都道府県・市部－郡部－市区町村別","/人口動態総覧","出生数【人】","2500g未満出生数【人】","死亡数【人】","乳児（１歳未満）死亡数【人】","新生児（生後4週未満）死亡数【人】","自然死産数【胎】","人工死産数【胎】","周産期死亡数【胎・人】","妊娠満22週以後の死産数【胎】","早期新生児（生後1週未満）死亡数【人】","婚姻件数【組】","離婚件数【組】"
"2016000000","","2016年","33203","","津山市","","825","69","1,278","3","2","7","8","4","2","2","483","212"
"2016000000","","2016年","33204","","玉野市","","371","22","908","-","-","6","2","1","1","-","204","97"
"2016000000","","2016年","33205","","笠岡市","","293","26","746","-","-","2","3","1","1","-","159","68"
"2016000000","","2016年","33207","","井原市","","217","19","650","1","-","3","5","1","1","-","130","50"
"2016000000","","2016年","33208","","総社市","","562","49","711","1","-","4","4","1","1","-","271","130"
"2016000000","","2016年","33209","","高梁市","","190","14","577","-","-","4","3","-","-","-","89","36"
"2016000000","","2016年","33210","","新見市","","183","24","522","1","1","1","1","1","-","1","93","40"
"2016000000","","2016年","33211","","備前市","","174","12","550","2","-","3","1","-","-","-","138","47"
"2016000000","","2016年","33212","","瀬戸内市","","235","30","498","-","-","1","1","-","-","-","97","62"
"2016000000","","2016年","33213","","赤磐市","","319","27","566","1","-","7","1","3","3","-","151","76"
"2016000000","","2016年","33214","","真庭市","","313","32","734","-","-","-","2","-","-","-","168","63"
"2016000000","","2016年","33215","","美作市","","166","17","502","-","-","3","3","1","1","-","90","23"
"2016000000","","2016年","33216","","浅口市","","164","14","469","-","-","1","2","-","-","-","107","50"
"2016000000","","2016年","33346","","和気町","","77","9","220","-","-","1","2","-","-","-","37","27"
"2016000000","","2016年","33423","","早島町","","120","12","114","-","-","3","4","-","-","-","72","22"
"2016000000","","2016年","33445","","里庄町","","92","9","125","-","-","-","1","-","-","-","42","11"
"2016000000","","2016年","33461","","矢掛町","","89","9","228","-","-","1","-","-","-","-","33","17"
"2016000000","","2016年","33586","","新庄村","","4","-","16","-","-","-","-","-","-","-","2","1"
"2016000000","","2016年","33606","","鏡野町","","104","9","243","1","-","-","-","-","-","-","45","17"
"2016000000","","2016年","33622","","勝央町","","107","10","152","1","-","-","1","-","-","-","51","17"
"2016000000","","2016年","33623","","奈義町","","43","4","104","-","-","2","1","-","-","-","36","6"
"2016000000","","2016年","33643","","西粟倉村","","8","-","30","-","-","-","1","-","-","-","4","3"
"2016000000","","2016年","33663","","久米南町","","20","1","91","-","-","-","-","-","-","-","13","5"
"2016000000","","2016年","33666","","美咲町","","85","7","262","-","-","1","2","-","-","-","47","23"
"2016000000","","2016年","33681","","吉備中央町","","58","4","228","1","-","-","-","-","-","-","30","18"
"2016000000","","2016年","34000","","広島県","","22,736","2,208","29,994","43","19","249","252","84","72","12","13,594","4,691"
"2016000000","","2016年","34020","","その他の市","","10,789","1,040","17,807","20","10","130","118","40","33","7","6,485","2,356"
"2016000000","","2016年","34030","","郡部","","1,388","134","2,236","3","2","9","10","3","3","-","821","300"
"2016000000","","2016年","34010","","広島市","","10,559","1,034","9,951","20","7","110","124","41","36","5","6,288","2,035"
"2016000000","","2016年","34101","","中区","","1,051","111","1,216","2","-","15","20","4","4","-","914","230"
"2016000000","","2016年","34102","","東区","","1,077","103","1,116","1","1","10","11","5","4","1","592","224"
"2016000000","","2016年","34103","","南区","","1,275","137","1,311","3","1","10","18","7","7","-","762","209"
"2016000000","","2016年","34104","","西区","","1,719","174","1,416","3","2","25","19","7","5","2","1,146","337"
"2016000000","","2016年","34105","","安佐南区","","2,687","242","1,575","5","1","27","19","9","8","1","1,286","423"
"2016000000","","2016年","34106","","安佐北区","","848","86","1,520","1","1","10","10","4","3","1","575","233"
"2016000000","","2016年","34107","","安芸区","","741","76","665","3","1","7","9","2","2","-","407","136"
"2016000000","","2016年","34108","","佐伯区","","1,161","105","1,132","2","-","6","18","3","3","-","606","243"
"2016000000","","2016年","34202","","呉市","","1,506","159","3,036","4","-","15","13","-","-","-","1,009","369"
"2016000000","","2016年","34203","","竹原市","","103","8","406","-","-","2","2","-","-","-","94","38"
"2016000000","","2016年","34204","","三原市","","618","63","1,261","2","2","8","11","4","2","2","350","139"
"2016000000","","2016年","34205","","尾道市","","928","89","2,121","1","-","14","8","5","5","-","512","191"
"2016000000","","2016年","34207","","福山市","","3,879","367","4,830","7","5","48","50","16","13","3","2,372","829"
"2016000000","","2016年","34208","","府中市","","216","25","556","-","-","3","-","-","-","-","125","51"
"2016000000","","2016年","34209","","三次市","","367","36","905","-","-","6","5","2","2","-","231","83"
"2016000000","","2016年","34210","","庄原市","","223","24","710","1","-","1","-","-","-","-","138","46"
"2016000000","","2016年","34211","","大竹市","","191","11","333","1","1","1","2","1","1","-","102","47"
"2016000000","","2016年","34212","","東広島市","","1,601","153","1,577","3","2","15","13","7","5","2","857","319"
"2016000000","","2016年","34213","","廿日市市","","856","83","1,082","1","-","13","9","4","4","-","466","177"
"2016000000","","2016年","34214","","安芸高田市","","175","14","499","-","-","1","3","-","-","-","114","39"
"2016000000","","2016年","34215","","江田島市","","126","8","491","-","-","3","2","1","1","-","115","28"
"2016000000","","2016年","34302","","府中町","","532","53","388","1","1","4","2","2","2","-","308","106"
"2016000000","","2016年","34304","","海田町","","307","28","204","1","1","2","4","1","1","-","174","62"
"2016000000","","2016年","34307","","熊野町","","143","15","288","-","-","-","2","-","-","-","83","35"
"2016000000","","2016年","34309","","坂町","","101","10","158","-","-","-","1","-","-","-","47","26"
"2016000000","","2016年","34368","","安芸太田町","","26","-","163","-","-","-","-","-","-","-","15","5"
"2016000000","","2016年","34369","","北広島町","","100","10","334","-","-","1","1","-","-","-","68","26"
"2016000000","","2016年","34431","","大崎上島町","","30","3","165","-","-","-","-","-","-","-","26","4"
"2016000000","","2016年","34462","","世羅町","","110","8","306","1","-","1","-","-","-","-","70","25"
"2016000000","","2016年","34545","","神石高原町","","39","7","230","-","-","1","-","-","-","-","30","11"
"2016000000","","2016年","35000","","山口県","","9,844","925","18,366","24","6","103","92","43","39","4","5,906","2,149"
"2016000000","","2016年","35010","","市部","","9,540","899","17,285","23","5","100","91","40","37","3","5,728","2,078"
"2016000000","","2016年","35020","","郡部","","304","26","1,081","1","1","3","1","3","2","1","178","71"
"2016000000","","2016年","35201","","下関市","","1,742","184","3,595","2","-","13","14","5","5","-","1,071","463"
"2016000000","","2016年","35202","","宇部市","","1,278","115","1,987","5","2","14","12","6","6","-","752","283"
"2016000000","","2016年","35203","","山口市","","1,576","130","2,217","4","-","18","15","10","10","-","870","296"
"2016000000","","2016年","35204","","萩市","","262","29","831","1","-","4","2","1","1","-","169","60"
"2016000000","","2016年","35206","","防府市","","928","89","1,402","2","1","8","11","3","2","1","576","191"
"2016000000","","2016年","35207","","下松市","","483","40","610","1","-","7","5","4","4","-","295","86"
"2016000000","","2016年","35208","","岩国市","","950","92","1,816","2","1","14","5","4","3","1","583","212"
"2016000000","","2016年","35210","","光市","","363","31","667","-","-","4","7","3","3","-","226","55"
"2016000000","","2016年","35211","","長門市","","170","20","612","-","-","3","4","-","-","-","90","54"
"2016000000","","2016年","35212","","柳井市","","166","15","524","-","-","2","-","-","-","-","96","52"
"2016000000","","2016年","35213","","美祢市","","109","13","436","-","-","-","1","-","-","-","69","22"
"2016000000","","2016年","35215","","周南市","","1,057","95","1,819","3","-","11","7","3","3","-","664","218"
"2016000000","","2016年","35216","","山陽小野田市","","456","46","769","3","1","2","8","1","-","1","267","86"
"2016000000","","2016年","35305","","周防大島町","","45","4","445","-","-","-","1","-","-","-","45","11"
"2016000000","","2016年","35321","","和木町","","72","6","74","-","-","1","-","-","-","-","34","14"
"2016000000","","2016年","35341","","上関町","","8","1","98","-","-","-","-","-","-","-","2","-"
"2016000000","","2016年","35343","","田布施町","","96","7","197","-","-","-","-","-","-","-","48","19"
"2016000000","","2016年","35344","","平生町","","76","7","186","-","-","2","-","2","2","-","45","16"
"2016000000","","2016年","35502","","阿武町","","7","1","81","1","1","-","-","1","-","1","4","11"
"2016000000","","2016年","36000","","徳島県","","5,346","543","9,855","16","6","41","53","18","13","5","3,177","1,184"
"2016000000","","2016年","36010","","市部","","3,960","398","7,300","11","4","31","42","13","10","3","2,366","849"
"2016000000","","2016年","36020","","郡部","","1,386","145","2,555","5","2","10","11","5","3","2","811","335"
"2016000000","","2016年","36201","","徳島市","","2,093","213","2,774","7","3","21","26","8","5","3","1,229","431"
"2016000000","","2016年","36202","","鳴門市","","353","25","742","-","-","3","5","1","1","-","221","79"
"2016000000","","2016年","36203","","小松島市","","253","29","514","1","-","3","1","2","2","-","176","55"
"2016000000","","2016年","36204","","阿南市","","508","57","963","2","1","-","3","-","-","-","286","109"
"2016000000","","2016年","36205","","吉野川市","","251","27","626","1","-","2","3","1","1","-","147","55"
"2016000000","","2016年","36206","","阿波市","","214","20","623","-","-","-","2","-","-","-","131","54"
"2016000000","","2016年","36207","","美馬市","","165","17","501","-","-","-","2","-","-","-","96","38"
"2016000000","","2016年","36208","","三好市","","123","10","557","-","-","2","-","1","1","-","80","28"
"2016000000","","2016年","36301","","勝浦町","","28","3","90","-","-","-","-","-","-","-","22","9"
"2016000000","","2016年","36302","","上勝町","","6","1","49","-","-","-","-","-","-","-","5","2"
"2016000000","","2016年","36321","","佐那河内村","","6","-","53","-","-","-","-","-","-","-","10","5"
"2016000000","","2016年","36341","","石井町","","175","9","306","-","-","2","1","-","-","-","103","39"
"2016000000","","2016年","36342","","神山町","","18","-","128","-","-","-","-","-","-","-","22","2"
"2016000000","","2016年","36368","","那賀町","","43","1","181","-","-","-","-","-","-","-","28","15"
"2016000000","","2016年","36383","","牟岐町","","20","4","93","-","-","1","1","-","-","-","6","2"
"2016000000","","2016年","36387","","美波町","","27","5","151","-","-","-","-","-","-","-","30","4"
"2016000000","","2016年","36388","","海陽町","","42","6","174","1","1","-","-","1","-","1","28","10"
"2016000000","","2016年","36401","","松茂町","","132","17","160","1","-","-","1","-","-","-","88","34"
"2016000000","","2016年","36402","","北島町","","241","41","165","-","-","1","2","1","1","-","122","49"
"2016000000","","2016年","36403","","藍住町","","333","29","265","2","1","4","4","3","2","1","186","84"
"2016000000","","2016年","36404","","板野町","","90","6","165","-","-","1","-","-","-","-","54","26"
"2016000000","","2016年","36405","","上板町","","73","6","166","-","-","-","1","-","-","-","46","21"
"2016000000","","2016年","36468","","つるぎ町","","41","2","207","-","-","-","-","-","-","-","23","6"
"2016000000","","2016年","36489","","東みよし町","","111","15","202","1","-","1","1","-","-","-","38","27"
"2016000000","","2016年","37000","","香川県","","7,510","683","11,908","8","4","74","70","19","16","3","4,594","1,614"
"2016000000","","2016年","37010","","市部","","6,419","592","9,878","7","4","63","59","16","13","3","3,944","1,359"
"2016000000","","2016年","37020","","郡部","","1,091","91","2,030","1","-","11","11","3","3","-","650","255"
"2016000000","","2016年","37201","","高松市","","3,596","320","4,425","4","3","36","37","6","4","2","2,281","723"
"2016000000","","2016年","37202","","丸亀市","","961","117","1,199","1","-","8","7","3","3","-","528","215"
"2016000000","","2016年","37203","","坂出市","","347","39","786","-","-","4","4","2","2","-","214","83"
"2016000000","","2016年","37204","","善通寺市","","257","23","433","1","-","-","2","-","-","-","143","57"
"2016000000","","2016年","37205","","観音寺市","","450","25","842","1","1","4","2","2","1","1","274","83"
"2016000000","","2016年","37206","","さぬき市","","237","18","699","-","-","5","1","3","3","-","176","61"
"2016000000","","2016年","37207","","東かがわ市","","150","12","520","-","-","1","3","-","-","-","107","40"
"2016000000","","2016年","37208","","三豊市","","421","38","974","-","-","5","3","-","-","-","221","97"
"2016000000","","2016年","37322","","土庄町","","91","13","218","1","-","-","1","-","-","-","45","20"
"2016000000","","2016年","37324","","小豆島町","","77","5","253","-","-","-","1","-","-","-","53","28"
"2016000000","","2016年","37341","","三木町","","220","16","281","-","-","2","5","-","-","-","108","47"
"2016000000","","2016年","37364","","直島町","","21","-","41","-","-","-","-","-","-","-","24","4"
"2016000000","","2016年","37386","","宇多津町","","200","14","161","-","-","5","-","1","1","-","130","47"
"2016000000","","2016年","37387","","綾川町","","151","15","358","-","-","-","3","-","-","-","80","27"
"2016000000","","2016年","37403","","琴平町","","39","3","158","-","-","1","-","-","-","-","44","19"
"2016000000","","2016年","37404","","多度津町","","169","16","279","-","-","2","-","1","1","-","97","33"
"2016000000","","2016年","37406","","まんのう町","","123","9","281","-","-","1","1","1","1","-","69","30"
"2016000000","","2016年","38000","","愛媛県","","9,911","857","17,734","16","2","102","143","31","30","1","5,861","2,244"
"2016000000","","2016年","38010","","市部","","9,287","807","15,609","15","2","97","132","29","28","1","5,471","2,062"
"2016000000","","2016年","38020","","郡部","","624","50","2,125","1","-","5","11","2","2","-","390","182"
"2016000000","","2016年","38201","","松山市","","4,242","390","5,229","5","-","40","66","11","11","-","2,499","915"
"2016000000","","2016年","38202","","今治市","","1,060","86","2,234","1","-","13","11","1","1","-","671","256"
"2016000000","","2016年","38203","","宇和島市","","442","29","1,296","1","-","6","10","-","-","-","263","120"
"2016000000","","2016年","38204","","八幡浜市","","176","15","570","-","-","4","1","1","1","-","119","36"
"2016000000","","2016年","38205","","新居浜市","","948","87","1,517","3","1","13","7","6","5","1","565","208"
"2016000000","","2016年","38206","","西条市","","798","67","1,394","3","-","10","9","3","3","-","465","158"
"2016000000","","2016年","38207","","大洲市","","289","21","657","1","-","3","7","3","3","-","156","63"
"2016000000","","2016年","38210","","伊予市","","237","17","487","-","-","-","7","-","-","-","128","66"
"2016000000","","2016年","38213","","四国中央市","","648","53","1,121","-","-","5","8","2","2","-","382","151"
"2016000000","","2016年","38214","","西予市","","216","20","670","1","1","1","2","1","1","-","104","46"
"2016000000","","2016年","38215","","東温市","","231","22","434","-","-","2","4","1","1","-","119","43"
"2016000000","","2016年","38356","","上島町","","25","4","136","-","-","1","-","-","-","-","13","3"
"2016000000","","2016年","38386","","久万高原町","","37","3","223","-","-","-","-","-","-","-","28","7"
"2016000000","","2016年","38401","","松前町","","182","19","348","-","-","1","2","-","-","-","98","52"
"2016000000","","2016年","38402","","砥部町","","117","6","226","-","-","2","2","1","1","-","72","37"
"2016000000","","2016年","38422","","内子町","","68","6","311","-","-","1","2","1","1","-","54","18"
"2016000000","","2016年","38442","","伊方町","","41","1","184","-","-","-","1","-","-","-","34","10"
"2016000000","","2016年","38484","","松野町","","13","1","75","-","-","-","-","-","-","-","15","3"
"2016000000","","2016年","38488","","鬼北町","","54","3","200","-","-","-","2","-","-","-","22","13"
"2016000000","","2016年","38506","","愛南町","","87","7","422","1","-","-","2","-","-","-","54","39"
"2016000000","","2016年","39000","","高知県","","4,779","429","10,305","9","2","47","59","14","12","2","2,916","1,228"
"2016000000","","2016年","39010","","市部","","4,193","376","7,663","7","1","40","53","10","9","1","2,500","1,062"
"2016000000","","2016年","39020","","郡部","","586","53","2,642","2","1","7","6","4","3","1","416","166"
"2016000000","","2016年","39201","","高知市","","2,620","222","3,710","3","1","24","30","4","3","1","1,575","679"
"2016000000","","2016年","39202","","室戸市","","58","9","295","-","-","-","2","-","-","-","42","16"
"2016000000","","2016年","39203","","安芸市","","69","7","278","1","-","-","1","-","-","-","49","30"
"2016000000","","2016年","39204","","南国市","","348","34","556","1","-","5","4","1","1","-","190","72"
"2016000000","","2016年","39205","","土佐市","","171","15","417","1","-","3","2","2","2","-","103","49"
"2016000000","","2016年","39206","","須崎市","","114","8","346","-","-","2","2","-","-","-","76","28"
"2016000000","","2016年","39208","","宿毛市","","127","13","291","-","-","2","5","2","2","-","73","40"
"2016000000","","2016年","39209","","土佐清水市","","52","4","333","-","-","-","2","-","-","-","29","12"
"2016000000","","2016年","39210","","四万十市","","262","25","521","1","-","2","1","-","-","-","130","60"
"2016000000","","2016年","39211","","香南市","","236","28","477","-","-","-","4","-","-","-","161","46"
"2016000000","","2016年","39212","","香美市","","136","11","439","-","-","2","-","1","1","-","72","30"
"2016000000","","2016年","39301","","東洋町","","7","-","75","-","-","-","-","-","-","-","5","1"
"2016000000","","2016年","39302","","奈半利町","","19","-","79","-","-","-","2","-","-","-","7","5"
"2016000000","","2016年","39303","","田野町","","14","3","35","-","-","1","-","-","-","-","7","5"
"2016000000","","2016年","39304","","安田町","","11","1","47","-","-","-","-","-","-","-","13","3"
"2016000000","","2016年","39305","","北川村","","6","-","27","1","-","-","-","-","-","-","2","2"
"2016000000","","2016年","39306","","馬路村","","4","-","15","-","-","-","-","-","-","-","2","-"
"2016000000","","2016年","39307","","芸西村","","29","-","79","-","-","-","-","-","-","-","12","3"
"2016000000","","2016年","39341","","本山町","","11","-","81","-","-","-","-","-","-","-","6","6"
"2016000000","","2016年","39344","","大豊町","","9","1","123","-","-","-","-","-","-","-","10","4"
"2016000000","","2016年","39363","","土佐町","","21","1","70","-","-","-","-","-","-","-","14","3"
"2016000000","","2016年","39364","","大川村","","1","-","11","-","-","-","-","-","-","-","3","-"
"2016000000","","2016年","39386","","いの町","","120","15","364","-","-","-","2","-","-","-","78","27"
"2016000000","","2016年","39387","","仁淀川町","","12","2","142","-","-","-","-","-","-","-","11","7"
"2016000000","","2016年","39401","","中土佐町","","25","2","132","-","-","1","-","1","1","-","14","10"
"2016000000","","2016年","39402","","佐川町","","52","3","236","1","1","-","-","1","-","1","33","22"
"2016000000","","2016年","39403","","越知町","","22","5","116","-","-","-","-","-","-","-","26","7"
"2016000000","","2016年","39405","","檮原町","","25","2","77","-","-","-","1","-","-","-","17","4"
"2016000000","","2016年","39410","","日高村","","21","-","80","-","-","-","-","-","-","-","18","8"
"2016000000","","2016年","39411","","津野町","","26","4","112","-","-","-","-","-","-","-","14","5"
"2016000000","","2016年","39412","","四万十町","","78","8","384","-","-","5","-","2","2","-","69","28"
"2016000000","","2016年","39424","","大月町","","17","1","105","-","-","-","-","-","-","-","13","3"
"2016000000","","2016年","39427","","三原村","","5","-","25","-","-","-","-","-","-","-","5","3"
"2016000000","","2016年","39428","","黒潮町","","51","5","227","-","-","-","1","-","-","-","37","10"
"2016000000","","2016年","40000","","福岡県","","44,036","4,247","51,011","89","30","450","568","149","123","26","26,574","9,774"
"2016000000","","2016年","40030","","その他の市","","16,123","1,536","21,714","35","13","168","209","61","48","13","8,843","3,549"
"2016000000","","2016年","40040","","郡部","","5,804","567","7,017","8","2","66","71","11","9","2","3,018","1,402"
"2016000000","","2016年","40010","","北九州市","","7,621","764","10,759","22","9","76","105","25","19","6","4,907","1,848"
"2016000000","","2016年","40101","","門司区","","618","70","1,389","2","1","7","8","3","3","-","379","177"
"2016000000","","2016年","40103","","若松区","","603","53","1,012","2","1","5","3","1","1","-","369","147"
"2016000000","","2016年","40105","","戸畑区","","464","52","677","3","2","8","5","2","-","2","284","98"
"2016000000","","2016年","40106","","小倉北区","","1,514","179","2,064","5","1","14","25","4","3","1","1,172","388"
"2016000000","","2016年","40107","","小倉南区","","1,880","188","2,008","4","2","19","24","7","6","1","1,107","439"
"2016000000","","2016年","40108","","八幡東区","","428","32","959","2","1","5","5","3","2","1","349","100"
"2016000000","","2016年","40109","","八幡西区","","2,114","190","2,650","4","1","18","35","5","4","1","1,247","499"
"2016000000","","2016年","40020","","福岡市","","14,488","1,380","11,521","24","6","140","183","52","47","5","9,806","2,975"
"2016000000","","2016年","40131","","東区","","3,020","287","2,269","3","-","31","34","12","12","-","1,764","615"
"2016000000","","2016年","40132","","博多区","","2,412","236","1,606","4","1","24","43","9","8","1","2,271","526"
"2016000000","","2016年","40133","","中央区","","1,623","143","1,181","3","2","19","32","7","5","2","1,607","356"
"2016000000","","2016年","40134","","南区","","2,410","274","2,005","5","2","19","20","11","10","1","1,451","467"
"2016000000","","2016年","40135","","西区","","1,983","167","1,608","1","-","27","18","4","4","-","1,119","377"
"2016000000","","2016年","40136","","城南区","","1,071","109","1,032","3","-","7","13","4","4","-","592","227"
"2016000000","","2016年","40137","","早良区","","1,969","164","1,820","5","1","13","23","5","4","1","1,002","407"
"2016000000","","2016年","40202","","大牟田市","","764","69","1,882","-","-","11","10","2","2","-","472","176"
"2016000000","","2016年","40203","","久留米市","","2,784","268","3,174","2","1","34","46","9","8","1","1,537","628"
"2016000000","","2016年","40204","","直方市","","449","41","737","2","2","4","8","2","-","2","279","123"
"2016000000","","2016年","40205","","飯塚市","","1,131","115","1,528","1","-","10","15","4","4","-","648","277"
"2016000000","","2016年","40206","","田川市","","430","42","699","1","-","11","7","2","2","-","224","111"
"2016000000","","2016年","40207","","柳川市","","431","45","905","1","-","5","9","-","-","-","266","95"
"2016000000","","2016年","40210","","八女市","","413","48","952","1","1","2","5","2","1","1","261","99"
"2016000000","","2016年","40211","","筑後市","","470","43","477","-","-","5","9","-","-","-","221","92"
"2016000000","","2016年","40212","","大川市","","238","32","444","1","-","4","1","3","3","-","134","55"
"2016000000","","2016年","40213","","行橋市","","606","52","743","4","-","5","4","2","2","-","370","139"
"2016000000","","2016年","40214","","豊前市","","158","20","350","-","-","2","1","-","-","-","95","38"
"2016000000","","2016年","40215","","中間市","","266","25","608","-","-","-","4","-","-","-","194","100"
"2016000000","","2016年","40216","","小郡市","","417","51","511","-","-","6","4","2","2","-","228","106"
"2016000000","","2016年","40217","","筑紫野市","","961","84","817","2","1","5","9","2","1","1","454","174"
"2016000000","","2016年","40218","","春日市","","993","83","760","1","-","11","7","3","3","-","511","206"
"2016000000","","2016年","40219","","大野城市","","1,071","104","711","3","2","13","10","5","3","2","506","181"
"2016000000","","2016年","40220","","宗像市","","841","87","899","3","-","6","12","3","3","-","460","158"
"2016000000","","2016年","40221","","太宰府市","","688","52","640","2","1","4","5","1","-","1","355","102"
"2016000000","","2016年","40223","","古賀市","","471","52","489","3","-","6","6","-","-","-","269","97"
"2016000000","","2016年","40224","","福津市","","599","63","567","3","3","4","8","5","2","3","297","80"
"2016000000","","2016年","40225","","うきは市","","221","11","424","-","-","2","5","1","1","-","127","51"
"2016000000","","2016年","40226","","宮若市","","197","19","465","1","1","3","2","4","3","1","107","57"
"2016000000","","2016年","40227","","嘉麻市","","239","27","649","3","1","1","4","2","1","1","151","84"
"2016000000","","2016年","40228","","朝倉市","","372","33","709","-","-","4","5","3","3","-","201","81"
"2016000000","","2016年","40229","","みやま市","","218","18","581","-","-","1","3","-","-","-","127","47"
"2016000000","","2016年","40230","","糸島市","","695","52","993","1","-","9","10","4","4","-","349","192"
"2016000000","","2016年","40305","","那珂川町","","494","66","355","2","1","7","8","1","-","1","221","89"
"2016000000","","2016年","40341","","宇美町","","270","25","372","-","-","7","3","-","-","-","136","69"
"2016000000","","2016年","40342","","篠栗町","","332","37","264","-","-","3","4","2","2","-","166","77"
"2016000000","","2016年","40343","","志免町","","453","38","352","1","-","2","4","-","-","-","222","91"
"2016000000","","2016年","40344","","須恵町","","242","21","246","-","-","3","4","1","1","-","125","60"
"2016000000","","2016年","40345","","新宮町","","412","31","194","-","-","6","2","-","-","-","164","54"
"2016000000","","2016年","40348","","久山町","","65","10","92","-","-","1","1","-","-","-","39","21"
"2016000000","","2016年","40349","","粕屋町","","631","55","274","-","-","8","3","1","1","-","313","128"
"2016000000","","2016年","40381","","芦屋町","","122","10","160","-","-","2","-","-","-","-","77","32"
"2016000000","","2016年","40382","","水巻町","","265","30","324","-","-","2","8","-","-","-","134","61"
"2016000000","","2016年","40383","","岡垣町","","194","20","399","-","-","1","3","-","-","-","112","55"
"2016000000","","2016年","40384","","遠賀町","","147","15","220","-","-","4","2","2","2","-","74","34"
"2016000000","","2016年","40401","","小竹町","","41","3","130","-","-","-","-","-","-","-","25","10"
"2016000000","","2016年","40402","","鞍手町","","96","6","220","-","-","-","2","-","-","-","66","29"
"2016000000","","2016年","40421","","桂川町","","106","10","172","-","-","-","-","-","-","-","63","36"
"2016000000","","2016年","40447","","筑前町","","244","20","300","-","-","3","4","-","-","-","124","70"
"2016000000","","2016年","40448","","東峰村","","10","-","41","-","-","-","-","-","-","-","8","2"
"2016000000","","2016年","40503","","大刀洗町","","139","14","154","-","-","2","1","1","1","-","82","34"
"2016000000","","2016年","40522","","大木町","","107","11","154","-","-","1","2","-","-","-","54","30"
"2016000000","","2016年","40544","","広川町","","158","15","234","1","1","1","4","1","-","1","88","34"
"2016000000","","2016年","40601","","香春町","","79","11","162","-","-","1","1","-","-","-","49","28"
"2016000000","","2016年","40602","","添田町","","50","9","194","-","-","1","1","-","-","-","33","13"
"2016000000","","2016年","40604","","糸田町","","74","6","150","-","-","2","4","-","-","-","40","26"
"2016000000","","2016年","40605","","川崎町","","115","10","280","-","-","-","1","-","-","-","67","44"
"2016000000","","2016年","40608","","大任町","","30","3","85","-","-","-","-","-","-","-","15","20"
"2016000000","","2016年","40609","","赤村","","19","5","51","-","-","1","-","-","-","-","9","8"
"2016000000","","2016年","40610","","福智町","","169","21","343","1","-","3","3","1","1","-","102","63"
"2016000000","","2016年","40621","","苅田町","","384","33","324","2","-","3","3","1","1","-","212","79"
"2016000000","","2016年","40625","","みやこ町","","108","12","288","1","-","1","1","-","-","-","65","32"
"2016000000","","2016年","40642","","吉富町","","53","3","90","-","-","-","-","-","-","-","26","15"
"2016000000","","2016年","40646","","上毛町","","53","5","144","-","-","-","-","-","-","-","28","18"
"2016000000","","2016年","40647","","築上町","","142","12","249","-","-","1","2","-","-","-","79","40"
"2016000000","","2016年","41000","","佐賀県","","6,811","638","9,725","13","4","51","84","17","14","3","3,726","1,378"
"2016000000","","2016年","41010","","市部","","5,778","527","7,933","12","4","44","67","15","12","3","3,100","1,146"
"2016000000","","2016年","41020","","郡部","","1,033","111","1,792","1","-","7","17","2","2","-","626","232"
"2016000000","","2016年","41201","","佐賀市","","1,976","178","2,504","6","2","13","17","7","5","2","1,090","365"
"2016000000","","2016年","41202","","唐津市","","1,007","83","1,612","3","2","5","11","2","1","1","545","239"
"2016000000","","2016年","41203","","鳥栖市","","684","63","611","1","-","6","8","-","-","-","339","137"
"2016000000","","2016年","41204","","多久市","","123","7","333","-","-","-","1","-","-","-","84","34"
"2016000000","","2016年","41205","","伊万里市","","485","54","599","-","-","7","7","2","2","-","240","98"
"2016000000","","2016年","41206","","武雄市","","405","37","602","1","-","3","2","1","1","-","227","74"
"2016000000","","2016年","41207","","鹿島市","","245","25","386","1","-","2","8","-","-","-","126","43"
"2016000000","","2016年","41208","","小城市","","407","37","532","-","-","2","7","1","1","-","192","64"
"2016000000","","2016年","41209","","嬉野市","","195","18","368","-","-","2","2","-","-","-","105","37"
"2016000000","","2016年","41210","","神埼市","","251","25","386","-","-","4","4","2","2","-","152","55"
"2016000000","","2016年","41327","","吉野ヶ里町","","159","15","153","1","-","1","4","-","-","-","99","26"
"2016000000","","2016年","41341","","基山町","","117","11","160","-","-","-","-","-","-","-","52","20"
"2016000000","","2016年","41345","","上峰町","","81","6","92","-","-","2","1","2","2","-","53","24"
"2016000000","","2016年","41346","","みやき町","","191","18","309","-","-","1","3","-","-","-","113","41"
"2016000000","","2016年","41387","","玄海町","","27","2","84","-","-","-","1","-","-","-","36","10"
"2016000000","","2016年","41401","","有田町","","145","16","249","-","-","-","3","-","-","-","77","33"
"2016000000","","2016年","41423","","大町町","","27","4","110","-","-","-","1","-","-","-","25","18"
"2016000000","","2016年","41424","","江北町","","95","13","124","-","-","-","-","-","-","-","52","15"
"2016000000","","2016年","41425","","白石町","","150","23","343","-","-","2","2","-","-","-","86","36"
"2016000000","","2016年","41441","","太良町","","41","3","168","-","-","1","2","-","-","-","33","9"
"2016000000","","2016年","42000","","長崎県","","10,886","976","17,071","19","12","123","124","46","39","7","6,013","2,169"
"2016000000","","2016年","42010","","市部","","9,677","868","15,528","17","11","105","112","41","34","7","5,433","1,943"
